"nome_fantasia","data_inicio_atividades","cnae_fiscal","cep","municipio","porte","dist_1","dist_2","dist_3","dist_4"
"BIOTIPO JEANS WEAR","20080311","4781400","40070080","3849","3","NaN","NaN","NaN","NaN"
"BIOVACINA","20080221","8630506","45200256","3661","1","NaN","NaN","NaN","NaN"
"BIRA MOVEIS","20110517","4754701","45177000","3271","1","NaN","NaN","NaN","NaN"
"BIRCHAM INTERNATIONAL UNIVERSITY","20050408","8550302","40010020","3849","1","NaN","NaN","NaN","NaN"
"BIRO DE IDEIAS","20100708","7311400","45653005","3573","1","NaN","NaN","NaN","NaN"
"BISCOITOS ITALIA","19771107","1094500","44060050","3515","5","NaN","NaN","NaN","NaN"
"BISCOITOS LUCIA","20080430","1092900","46100000","3391","3","NaN","NaN","NaN","NaN"
"BISCOITOS PALADAR","20051019","1092900","45490000","3677","1","NaN","NaN","NaN","NaN"
"BISCOITOS ROMA","19970320","1091102","44430156","3873","1","NaN","NaN","NaN","NaN"
"BISCOITOS RYAL","19960730","1092900","45210192","3661","1","NaN","NaN","NaN","NaN"
"BISCUIT DA LANE","20140524","3212400","41385010","3849","1","NaN","NaN","NaN","NaN"
"BISET ADVOCACIA E CONSULTORIA","20100730","6911701","41820790","3849","5","NaN","NaN","NaN","NaN"
"BISFLOR","20070705","1092900","45600645","3597","1","NaN","NaN","NaN","NaN"
"BISGOMA","20010201","1092900","44571020","3873","3","NaN","NaN","NaN","NaN"
"BISLAR","20030217","4753900","48475000","3631","3","NaN","NaN","NaN","NaN"
"BISPO REPRESENTACOES","20100301","4619200","40391186","3849","1","NaN","NaN","NaN","NaN"
"BITANG","20061110","4781400","45810000","3807","1","NaN","NaN","NaN","NaN"
"BITENCOURT REPRESENTACOES","19991025","4744005","45040370","3965","1","NaN","NaN","NaN","NaN"
"BITMAIS ELETRO ELETRONICA LTDA","20120530","2621300","45658340","3573","5","NaN","NaN","NaN","NaN"
"BITNET TELECOM","19840705","6110803","44260000","3867","1","NaN","NaN","NaN","NaN"
"BITTANS","20060714","1091102","48700000","3909","1","NaN","NaN","NaN","NaN"
"BIZU CELULARES","20081216","4753900","44880000","3405","1","NaN","NaN","NaN","NaN"
"BLACK BAR","20000516","4729602","47800049","3363","1","NaN","NaN","NaN","NaN"
"BLESSED","20070517","7723300","45208107","3661","1","NaN","NaN","NaN","NaN"
"BLITZ MODAS","20120117","4781400","48602490","3781","1","NaN","NaN","NaN","NaN"
"BLOCK STAR","20101208","2330399","44086180","3515","1","NaN","NaN","NaN","NaN"
"BLOCO ALDOGAO DOCE","20111215","9001902","42700130","3685","1","NaN","NaN","NaN","NaN"
"BLOCO BATATA","20020116","9001999","48904121","3669","1","NaN","NaN","NaN","NaN"
"BLOCO MIEU CRUEL","20000925","8299799","45820970","3117","1","NaN","NaN","NaN","NaN"
"BM PECAS E LOCADORA","20081106","4930202","45160000","3369","1","NaN","NaN","NaN","NaN"
"BMC MATERIAL DE CONSTRUCAO","20140604","4744099","45230000","3603","1","NaN","NaN","NaN","NaN"
"BMS CONSULTORIA","19850627","4751201","44001456","3515","1","NaN","NaN","NaN","NaN"
"BMS FOODSERVICES","20050926","4617600","40010020","3849","3","NaN","NaN","NaN","NaN"
"BN SUCATAS","20050202","4687703","41300460","3849","5","NaN","NaN","NaN","NaN"
"BNB","19720714","6422100","45836000","3613","5","NaN","NaN","NaN","NaN"
"BNB","19760401","6422100","48005135","3313","5","NaN","NaN","NaN","NaN"
"BNB","19811127","6422100","47650000","3485","5","NaN","NaN","NaN","NaN"
"BNB","19830328","6422100","47600000","3377","5","NaN","NaN","NaN","NaN"
"BNB","19830328","6422100","45652065","3573","5","NaN","NaN","NaN","NaN"
"BNB","19830328","6422100","48601190","3781","5","NaN","NaN","NaN","NaN"
"BNB","19850110","6422100","45820081","3117","5","NaN","NaN","NaN","NaN"
"BNE","20090226","4110700","41820770","3849","5","NaN","NaN","NaN","NaN"
"BOA NOVA CAMARA MUNICIPAL DE VEREADORES","19820630","8411600","45250000","3373","5","NaN","NaN","NaN","NaN"
"BOA NOVA REPRESENTACOES","20060131","7319002","45052200","3965","1","NaN","NaN","NaN","NaN"
"BOAVENTURA TRANSPORTES","19860613","4930201","44640000","3827","5","NaN","NaN","NaN","NaN"
"BOCA DA BARRA DE PORTO SEGURO","20080916","8230002","45810000","3807","1","NaN","NaN","NaN","NaN"
"BODE ASSADO DO MARCIO","20050603","5611201","48970000","3901","1","NaN","NaN","NaN","NaN"
"BODEGA DO CAMARAO","20120423","5611204","44085370","3515","1","NaN","NaN","NaN","NaN"
"BODINHO TRANSPORTES","20120127","4930201","44230000","3321","1","NaN","NaN","NaN","NaN"
"BOGUS COMUNICACAO VISUAL","20101124","1821100","41940040","3849","1","NaN","NaN","NaN","NaN"
"BOHRY SERVICE","20101006","3314711","45820970","3117","1","NaN","NaN","NaN","NaN"
"BOI PARAISO","19990721","4722901","41308000","3849","1","NaN","NaN","NaN","NaN"
"BOLA DE NEVE","20060308","9491000","45607313","3597","5","NaN","NaN","NaN","NaN"
"BOLO CONQUISTA","20050119","4721102","45652130","3573","1","NaN","NaN","NaN","NaN"
"BOLOGNA BAR","20140515","5611204","45816000","3807","1","NaN","NaN","NaN","NaN"
"BOLOS CASEIROS DA TIA BETE","20081015","4712100","46600000","3919","1","NaN","NaN","NaN","NaN"
"BOLOS DA MARIA","20140607","5611203","48602160","3781","1","NaN","NaN","NaN","NaN"
"BOLSAS WS","20061129","1521100","44020365","3515","1","NaN","NaN","NaN","NaN"
"BOM DE GARFO","20060428","5611201","42800103","3413","1","NaN","NaN","NaN","NaN"
"BOM DOCE BOMBONIERE","20090721","4712100","44700000","3651","1","NaN","NaN","NaN","NaN"
"BOM PRATO REFEICOES INDUSTRIAIS LTDA","19801106","5611201","43700000","3913","5","NaN","NaN","NaN","NaN"
"BOM PRECO COMERCIO DE AUTO PECAS","19980319","4530704","44056484","3515","1","NaN","NaN","NaN","NaN"
"BOM PRECO MODAS","20140609","4781400","45520000","3715","1","NaN","NaN","NaN","NaN"
"BOM TEMPERO","20120528","4729699","47520000","3565","1","NaN","NaN","NaN","NaN"
"BOMBOI","20000531","4722901","42839852","3413","1","NaN","NaN","NaN","NaN"
"BOMBOMCADO","20100728","1091102","41275124","3849","1","NaN","NaN","NaN","NaN"
"BOMBOMLANDIA","20010306","4721104","44695000","3083","3","NaN","NaN","NaN","NaN"
"BOMBOMNIERE L L","19980625","4721104","44300000","3397","1","NaN","NaN","NaN","NaN"
"BOMBONIERE + DOCES","20000314","4721104","43815075","3429","1","NaN","NaN","NaN","NaN"
"BOMBONIERE BOM GOSTO","19870826","4721104","45880000","3411","1","NaN","NaN","NaN","NaN"
"BOMBONIERE BOM PRECO","20110914","4721104","45570000","3579","1","NaN","NaN","NaN","NaN"
"BOMBONIERE CRIS","20060203","4721104","40050290","3849","1","NaN","NaN","NaN","NaN"
"BOMBONIERE DOIS DE JULHO","20050222","4721104","40060180","3849","1","NaN","NaN","NaN","NaN"
"BOMBONIERE E VARIEDADES DAYANE","19990108","4721104","42700130","3685","1","NaN","NaN","NaN","NaN"
"BOMBONIERE MAIS DOCE","20090227","4721104","48904507","3669","1","NaN","NaN","NaN","NaN"
"BOMBONIERE PONTO DOCE","20040826","4721104","40385360","3849","1","NaN","NaN","NaN","NaN"
"BOMBONIERE QUEIROZ","20030814","4721104","44255000","3591","1","NaN","NaN","NaN","NaN"
"BOMBONIERE SAN DIEGO","20101029","4721104","40342000","3849","1","NaN","NaN","NaN","NaN"
"BOMBONIERE SAO JORGE","20020319","4721104","40243000","3849","1","NaN","NaN","NaN","NaN"
"BOMBONIERE SAO JORGE","20040319","4637107","48850000","3641","3","NaN","NaN","NaN","NaN"
"BOMBONIERE SENSACAO","20000915","4721104","45820970","3117","1","NaN","NaN","NaN","NaN"
"BOMBONIERE UNIAO","20000914","4712100","44900000","3593","1","NaN","NaN","NaN","NaN"
"BOMBONIERI K'SABOR","20020919","4712100","48120000","3805","1","NaN","NaN","NaN","NaN"
"BOMCRED","20040826","6491300","40150200","3849","3","NaN","NaN","NaN","NaN"
"BOMFIM FERRAZ CONTADORES ASSOCIADOS","20080714","6920601","42700130","3685","1","NaN","NaN","NaN","NaN"
"BOMIX","20030814","2229399","41233010","3849","5","NaN","NaN","NaN","NaN"
"BOMPRECO","19950729","4711302","40050002","3849","5","NaN","NaN","NaN","NaN"
"BOMPRECO","19950729","4711302","40717140","3849","5","NaN","NaN","NaN","NaN"
"BOMPRECO","19950729","4711302","43815370","3429","5","NaN","NaN","NaN","NaN"
"BOMPRECO","19961128","4711302","41253190","3849","5","NaN","NaN","NaN","NaN"
"BONANZA","19951214","9313100","40270180","3849","1","NaN","NaN","NaN","NaN"
"BONAPARTE DISTRIBUIDORA","20100519","4634602","45055320","3965","5","NaN","NaN","NaN","NaN"
"BONECA DE PANO","20080313","4781400","40080002","3849","1","NaN","NaN","NaN","NaN"
"BONELLI RECURSOS HUMANOS","20090216","7020400","41730101","3849","1","NaN","NaN","NaN","NaN"
"BONFIM EMBALAGENS","20050512","4686902","45820080","3117","3","NaN","NaN","NaN","NaN"
"BONFIM MAIS","20100526","6619302","48970000","3901","1","NaN","NaN","NaN","NaN"
"BONFIM MALHAS","19900418","4781400","44790000","3419","1","NaN","NaN","NaN","NaN"
"BONFIM RECICLAGEM","20120213","4687703","43700000","3913","1","NaN","NaN","NaN","NaN"
"BONFIM SERVICE EMPREENDIMENTOS","19920429","5620101","44790000","3419","1","NaN","NaN","NaN","NaN"
"BONFIM TINTAS","19890922","4741500","48970000","3901","1","NaN","NaN","NaN","NaN"
"BONS FRUTOS","19970919","4724500","48900420","3669","5","NaN","NaN","NaN","NaN"
"BORBA ASSESSORIA","20070723","7020400","45023320","3965","1","NaN","NaN","NaN","NaN"
"BORDE BEM BORDADOS","19980305","1340599","44050536","3515","1","NaN","NaN","NaN","NaN"
"BORRACHARIA 2M","20060131","4520006","45025440","3965","1","NaN","NaN","NaN","NaN"
"BORRACHARIA CABRAL","20110215","4520006","45820002","3117","1","NaN","NaN","NaN","NaN"
"BORRACHARIA CARAMURU II","19960105","4520006","41310600","3849","3","NaN","NaN","NaN","NaN"
"BORRACHARIA DO GUTO","20100714","4520006","45810000","3807","1","NaN","NaN","NaN","NaN"
"BORRACHARIA DO PAULISTA","20110310","4541206","48793000","3937","1","NaN","NaN","NaN","NaN"
"BORRACHARIA E COMERCIAL FELIX","20080722","4520006","48907460","3669","1","NaN","NaN","NaN","NaN"
"BORRACHARIA ESPERANCA","20051007","4520006","48770000","3929","1","NaN","NaN","NaN","NaN"
"BORRACHARIA FREI DAMIAO","19970122","4520006","48908000","3669","1","NaN","NaN","NaN","NaN"
"BORRACHARIA IBOTIRAMA","20050216","4520006","47520000","3565","1","NaN","NaN","NaN","NaN"
"BORRACHARIA ITAIPE","19830324","9529199","45051030","3965","1","NaN","NaN","NaN","NaN"
"BORRACHARIA MACARANI","20080731","4530705","45760000","3695","1","NaN","NaN","NaN","NaN"
"BORRACHARIA MERCEDES","20050203","4930202","47850000","1112","1","NaN","NaN","NaN","NaN"
"BORRACHARIA NOVA ESPERANCA","19971217","4520006","40470630","3849","1","NaN","NaN","NaN","NaN"
"BORRACHARIA PARADA OBRIGATORIA","20061116","4520006","40470630","3849","5","NaN","NaN","NaN","NaN"
"BORRACHARIA PRADOSO","20110510","4520001","45104000","3965","1","NaN","NaN","NaN","NaN"
"BORRACHARIA RETORNO","20110727","4520006","45240000","3709","1","NaN","NaN","NaN","NaN"
"BORRACHARIA TIP TOP","20100701","4520006","40252390","3849","1","NaN","NaN","NaN","NaN"
"BOTECO DO NAI","20100811","4723700","41250260","3849","1","NaN","NaN","NaN","NaN"
"BOTECO DO VITAL","20100129","5611204","44001312","3515","1","NaN","NaN","NaN","NaN"
"BOTIQUE DOS PRESENTES","20070820","4789001","46820000","3265","1","NaN","NaN","NaN","NaN"
"BOTIQUE RAVENNA","20100108","9602501","45300000","3319","1","NaN","NaN","NaN","NaN"
"BOULEVARD GESTAO DE NEGOCIOS E PARTICIPACOES","20050225","7711000","41820770","3849","1","NaN","NaN","NaN","NaN"
"BOUNGANVILLE EVENTOS","20091123","8230002","48901765","3669","1","NaN","NaN","NaN","NaN"
"BOUTIQUE DA DEM","20110714","4781400","40221080","3849","1","NaN","NaN","NaN","NaN"
"BOUTIQUE DO TORCEDOR","20040312","4781400","45810000","3807","1","NaN","NaN","NaN","NaN"
"BOUTIQUE MOCA FINA","20071126","1412601","48005010","3313","1","NaN","NaN","NaN","NaN"
"BOUTIQUE OLODUM","19921006","4781400","40385650","3849","1","NaN","NaN","NaN","NaN"
"BOUTIQUE ROSA CHICK","20101108","4772500","45630000","3611","1","NaN","NaN","NaN","NaN"
"BOUTIQUE SANTIAGO","19960814","4781400","40391160","3849","1","NaN","NaN","NaN","NaN"
"BOX BRANDAO","20001026","4691500","41502400","3849","1","NaN","NaN","NaN","NaN"
"BOX DO CAMARAO FRUTOS DO MAR","20100708","4712100","45345000","3653","1","NaN","NaN","NaN","NaN"
"BOX DO DUDU","20060328","4712100","47200000","3821","1","NaN","NaN","NaN","NaN"
"BOX SHALLON","20051220","4712100","48005450","3313","1","NaN","NaN","NaN","NaN"
"BOY GAS","20080606","4784900","40731285","3849","1","NaN","NaN","NaN","NaN"
"BOY PECAS E ACESSORIOS","20110322","4530703","41290001","3849","1","NaN","NaN","NaN","NaN"
"BOYS & GIRLS","20050223","4781400","45600221","3597","1","NaN","NaN","NaN","NaN"
"BR BATERIAS","20091208","4530703","47520000","3565","1","NaN","NaN","NaN","NaN"
"BR CONQUISTA MINERACAO","20100805","990402","46620000","3475","5","NaN","NaN","NaN","NaN"
"BR MOTORS","20010119","4541201","44600000","3581","5","NaN","NaN","NaN","NaN"
"BR SUL ASSESSORIA E SERVICOS","20060201","8211300","45822180","3117","3","NaN","NaN","NaN","NaN"
"BR&BR COMERCIO E REPRESENTACOES","20000301","4619200","40285000","3849","1","NaN","NaN","NaN","NaN"
"BRACOM SERVICOS ADMINISTRATIVOS","20030924","8219901","44420000","3713","1","NaN","NaN","NaN","NaN"
"BRADESCO AG CACHOEIRA EST UNIF","19731205","6422100","44300000","3397","5","NaN","NaN","NaN","NaN"
"BRADESCO AG ENTRE RIOS EST UNIF","19741104","6422100","48180000","3509","5","NaN","NaN","NaN","NaN"
"BRADESCO AG IGUATEMI EST UNIF","19660830","6422100","41820000","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG SAO GONCALO DOS CAMPOS EST UNIF","19731205","6422100","44330000","3885","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. AVENIDA JOAO DURVAL","20061106","6422100","44052064","3515","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. BAIRRO CABULA","20080822","6422100","41150000","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. BAIRRO CAJAZEIRAS","20070813","6422100","41340050","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. CHAME-CHAME EST UNIF","20010730","6422100","40157151","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. CHORROCHO","20010730","6422100","48660000","3453","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. CONCEICAO DO ALMEIDA EST UNIF","20010730","6422100","44540000","3465","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. IBOTIRAMA EST UNIF","19790320","6422100","47520000","3565","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. INHAMBUPE BA","20110728","6422100","48490000","3575","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. IRAQUARA BA","20110728","6422100","46980000","3589","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. ITUACU EST UNIF","20010730","6422100","46640000","3645","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. JORGE AMADO","20010730","6422100","41950610","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. LAURO DE FREITAS - CENTRO","19850828","6422100","42700130","3685","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. MALHADA DE PEDRAS","20010730","6422100","46110000","3707","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. MONTE SANTO EST UNIF","20010730","6422100","48800000","3731","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. MUCURI EST UNIF","20010730","6422100","45930000","3741","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. PRACA SIQUEIRA CAMPOS","20010730","6422100","45600928","3597","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. PRESIDENTE JANIO QUADROS","20010730","6422100","46250000","3815","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. PRIME FEIRA DE SANTANA","20030326","6422100","44002272","3515","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. RELOGIO DE SAO PEDRO EST UNIF","20010730","6422100","40060001","3849","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. RUA M. DE PARANAGUA EST UNIF","20010730","6422100","45653906","3573","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. SANTANA","20010730","6422100","47700000","3865","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. SIMOES FILHO - CENTRO EST UNIF","19850610","6422100","43700000","3913","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. SOBRADINHO EST UNIF","20010730","6422100","48925000","3045","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. TAPIRAMUTA EST UNIF","20010730","6422100","44840000","3925","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. TEIXEIRA DE FREITAS - CENTROBA","19850828","6422100","45985160","3993","5","NaN","NaN","NaN","NaN"
"BRADESCO AG. VITORIA DA CONQUISTA - CENTRO BA","19660830","6422100","45000530","3965","5","NaN","NaN","NaN","NaN"
"BRADESCO PA - AMELIA RODRIGUES BA","20110728","6422100","44230000","3321","5","NaN","NaN","NaN","NaN"
"BRADESCO PA - PONTO NOVO BA","20061218","6422100","44755000","3021","5","NaN","NaN","NaN","NaN"
"BRADESCO PA - SANTA INES BA","20010730","6422100","45320000","3859","5","NaN","NaN","NaN","NaN"
"BRADESCO PA - SAO FELIPE BA","20110728","6422100","44550000","3881","5","NaN","NaN","NaN","NaN"
"BRADESCO PA MARCIONILIO SOUZA BA","20071128","6422100","46780000","3717","5","NaN","NaN","NaN","NaN"
"BRADESCO PA MIRANTE BA","20071128","6422100","45255000","3297","5","NaN","NaN","NaN","NaN"
"BRADESCO PAA CORDEIROS BA","20061122","6422100","46280000","3479","5","NaN","NaN","NaN","NaN"
"BRADESCO PAA QUIXABEIRA BA","20080829","6422100","44713000","3025","5","NaN","NaN","NaN","NaN"
"BRAGA & DEBESE LTDA","19860313","7711000","45810000","3807","1","NaN","NaN","NaN","NaN"
"BRAGA ALIMENTACAO","19950216","5611201","42810000","3413","1","NaN","NaN","NaN","NaN"
"BRAGA E DEBESE LTDA","20060928","4313400","40020030","3849","1","NaN","NaN","NaN","NaN"
"BRAGA MOTOS","20030211","4541206","46900000","3897","1","NaN","NaN","NaN","NaN"
"BRAGA OLIVEIRA DOS SANTOS REFRIGERACOES","20100330","4665600","44032406","3515","1","NaN","NaN","NaN","NaN"
"BRAGA RIBEIRO ASSISTENCIA EM SAUDE","20100331","8630502","45570000","3579","1","NaN","NaN","NaN","NaN"
"BRAGIR HOTELARIA","20061023","5510801","45428000","3407","5","NaN","NaN","NaN","NaN"
"BRAITT COSMETICOS","20071204","4646001","45605275","3597","1","NaN","NaN","NaN","NaN"
"BRAM","20051226","5611201","48280000","3721","1","NaN","NaN","NaN","NaN"
"BRANCA DE NEVE","20040818","4781400","44700000","3651","1","NaN","NaN","NaN","NaN"
"BRANDAO FILHOS","19660822","4691500","40015140","3849","5","NaN","NaN","NaN","NaN"
"BRANDAO FILHOS","19660822","4691500","40015140","3849","5","NaN","NaN","NaN","NaN"
"BRANDOLT'S REPRESENTACOES","20030820","4721102","45651630","3573","1","NaN","NaN","NaN","NaN"
"BRANENGE LTDA","20010508","4120400","40800380","3849","1","NaN","NaN","NaN","NaN"
"BRANFILHOS","19790826","135100","45500000","3555","5","NaN","NaN","NaN","NaN"
"BRASA DE OURO","20140529","5612100","41250015","3849","1","NaN","NaN","NaN","NaN"
"BRASCOUROS","19980811","1510600","48601190","3781","3","NaN","NaN","NaN","NaN"
"BRASCOUROS","20080625","1510600","44900000","3593","3","NaN","NaN","NaN","NaN"
"BRASDUTOS ENGENHARIA","20101129","7112000","48020650","3313","5","NaN","NaN","NaN","NaN"
"BRASFERRO MATERIAL DE CONSTRUCAO","19821109","4744001","41230195","3849","3","NaN","NaN","NaN","NaN"
"BRASFRUT FRUTOS DO BRASIL LTDA.","20101119","1033302","48330000","3841","5","NaN","NaN","NaN","NaN"
"BRASIL ACESSORIOS","19980908","4530703","44001744","3515","1","NaN","NaN","NaN","NaN"
"BRASIL AUTOMOVEIS","20090804","4512901","40285600","3849","1","NaN","NaN","NaN","NaN"
"BRASIL BAHIA MINERACAO","20140509","810003","44718000","3017","1","NaN","NaN","NaN","NaN"
"BRASIL CARTUCHOS","20110405","9511800","41705010","3849","1","NaN","NaN","NaN","NaN"
"BRASIL CULTURA","20060220","4761001","45608150","3597","1","NaN","NaN","NaN","NaN"
"BRASIL ENGENHARIA","20030410","4754703","45602016","3597","1","NaN","NaN","NaN","NaN"
"BRASIL FITNESS IBIRAPUERA","20091223","9313100","45075220","3965","1","NaN","NaN","NaN","NaN"
"BRASIL GAS","20020304","4784900","45225000","3667","1","NaN","NaN","NaN","NaN"
"BRASIL GAS","20090930","4784900","48609310","3781","1","NaN","NaN","NaN","NaN"
"BRASIL GAS","20110415","4784900","46100000","3391","5","NaN","NaN","NaN","NaN"
"BRASIL GAS","20111013","4784900","46130000","3339","1","NaN","NaN","NaN","NaN"
"BRASIL VIDROS","20110114","4743100","48400000","3833","1","NaN","NaN","NaN","NaN"
"BRASILGAS","20050920","4784900","44790000","3419","5","NaN","NaN","NaN","NaN"
"BRASILGAS","20001214","4784900","44790000","3419","1","NaN","NaN","NaN","NaN"
"BRASILGAS","19970613","4784900","44850000","3735","3","NaN","NaN","NaN","NaN"
"BRASILIA SONORIZACAO","20101201","9001906","41181045","3849","1","NaN","NaN","NaN","NaN"
"BRASMODAL TRANSPORTES E LOGISTICA","19980820","4930201","41230100","3849","1","NaN","NaN","NaN","NaN"
"BRASMOTO","20010115","4541206","44090584","3515","1","NaN","NaN","NaN","NaN"
"BRASOPTICA","20100511","4774100","44001168","3515","1","NaN","NaN","NaN","NaN"
"BRAVO ENGENHARIA","20050510","7112000","43700000","3913","1","NaN","NaN","NaN","NaN"
"BRAZIL CULTURAL","20050215","8550302","42708850","3685","1","NaN","NaN","NaN","NaN"
"BRAZIL GREEN","20100630","115600","41820774","3849","5","NaN","NaN","NaN","NaN"
"BRAZIL INCORPORACAO IMOBILIARIA LTDA.","20070717","6810201","48180000","3509","1","NaN","NaN","NaN","NaN"
